Iteration,Best_individual,Fitness
325,"4,4,2,5,1,4,1,0,2,3,0,4,0,5,6,1,4,6,2,5,5,4,0,2,6,2,6,0,4,4,4,6,6,5,5,0,3,0,6,5,1,4,4,6,5,4,2,5,2,2,4,6,0,3,5,1,0,6,3,6,1,6,6,1,0,3,4,4,5,5,4,1,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,2,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,6,3,1,2,5,6,6,3,6,0,6,0,2,6,0,2,0,0,3,3,0,0,6,0,2,6,2,0,2,5,0,6,5,5,5,3,2,2,5,5,2,5,5,2,5,1,6,5,5,5,5,6,1,5,5,1,5,2,2,5,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,0,5,5,4,5,2,4,0,5,5,0,2,0,5,2,5,5,5,5,5,1,0,5,5,3,5,5,5,5,1",427.65
326,"4,4,6,1,5,4,1,0,4,3,1,6,4,3,6,3,5,1,0,2,2,2,4,0,6,0,4,6,3,5,4,6,6,5,5,0,3,0,6,5,1,4,4,6,5,4,2,5,2,2,4,6,0,3,5,1,0,6,3,6,1,6,6,1,0,3,4,4,5,5,4,1,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,4,1,2,3,2,5,1,6,0,6,0,3,2,5,6,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,3,1,2,5,6,6,3,6,0,6,0,2,6,0,2,0,0,3,3,0,0,6,0,3,0,2,0,3,5,0,4,5,5,5,2,2,5,5,5,2,1,5,2,5,1,6,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,6,5,5,5,0,5,5,4,5,2,4,0,5,5,0,2,0,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",426.05
327,"4,4,2,5,1,4,1,1,2,3,0,4,5,5,6,1,4,1,2,5,4,4,3,0,6,2,6,0,4,4,4,6,6,5,5,0,3,0,6,5,1,4,4,6,5,4,2,5,2,2,4,6,0,3,5,1,2,6,3,6,1,6,6,1,0,3,4,4,0,5,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,2,1,1,6,1,2,3,2,1,1,6,0,2,0,5,2,5,1,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,6,0,0,4,3,2,1,5,6,1,3,6,0,6,0,0,3,0,2,3,0,4,3,0,0,6,0,2,0,2,0,3,5,4,6,5,5,5,0,2,5,5,5,2,1,5,2,2,6,1,5,5,5,5,6,6,5,5,2,5,2,0,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,4,5,2,4,0,5,5,0,2,0,5,2,5,5,5,5,5,5,0,5,2,1,5,5,5,5,1",428.4
328,"4,4,2,1,5,4,1,0,4,3,1,5,2,5,1,3,5,1,0,0,0,2,2,0,5,0,1,0,3,4,4,6,6,5,5,0,3,0,6,5,1,5,4,6,5,4,2,5,2,2,4,4,0,3,5,5,0,6,3,6,1,6,6,1,0,3,4,4,1,5,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,5,0,3,3,3,3,3,6,3,2,0,0,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,6,0,6,0,0,6,0,3,0,2,0,1,5,4,4,5,5,5,2,2,5,5,5,2,5,5,3,6,1,6,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,4,5,0,5,5,0,0,0,0,0,2,5,5,2,5,5,5,5,5,1,0,5,5,1,5,5,5,5,1",429.3
329,"4,4,2,1,5,4,1,0,4,3,1,6,2,5,1,3,5,1,0,0,2,2,4,1,5,5,6,0,4,4,4,6,6,5,5,0,3,0,6,5,1,4,4,6,5,4,2,5,2,2,4,6,0,3,5,1,2,6,3,6,1,6,6,1,0,3,4,4,0,5,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,4,1,2,3,2,1,1,6,0,2,0,3,2,5,1,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,3,1,2,5,6,0,3,6,2,6,0,2,3,0,2,3,0,3,3,0,0,6,0,2,6,2,0,2,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,0,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,0,5,5,0,0,5,3,0,2,5,5,2,5,5,5,5,5,6,5,5,5,1,5,5,5,5,1",427.15
330,"6,4,2,1,5,4,1,0,2,3,1,4,2,5,1,3,5,1,0,4,2,2,4,0,6,0,4,6,3,5,2,6,6,0,5,0,1,5,6,4,3,0,3,6,3,0,0,5,1,4,1,1,0,0,6,1,6,6,2,0,1,6,5,3,6,3,4,4,5,5,3,4,1,5,0,5,6,0,4,2,4,6,1,3,3,1,1,6,1,1,3,2,0,1,1,2,6,1,1,1,2,1,2,3,2,1,1,6,0,2,2,0,2,5,6,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,6,0,1,2,5,6,0,3,6,2,6,0,2,3,0,2,3,0,3,1,0,0,6,0,6,5,2,6,3,1,5,2,5,5,5,2,2,4,5,5,2,5,5,3,6,1,6,5,5,5,5,6,1,5,5,0,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,6,5,2,4,0,5,5,0,2,0,5,2,5,5,5,5,5,1,0,5,5,2,5,5,5,5,5",427.55
331,"4,4,2,1,5,4,1,0,4,3,1,6,4,3,5,3,5,1,0,2,2,2,4,0,6,0,4,3,4,4,6,6,6,4,5,0,1,5,6,4,3,0,3,6,3,0,0,4,1,4,1,1,0,0,6,1,6,6,1,0,1,6,6,1,5,6,4,3,6,3,1,4,1,5,0,5,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,0,1,1,2,6,1,1,1,4,1,2,1,2,4,1,6,0,2,0,5,2,5,1,1,1,3,0,2,3,6,2,3,1,1,0,3,3,3,3,3,6,3,2,6,0,4,3,2,4,5,6,3,3,6,0,6,0,0,6,0,2,3,6,0,3,0,0,6,0,2,0,5,0,2,5,0,0,5,5,5,3,2,5,5,5,2,5,5,2,5,1,4,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,1,5,5,0,0,5,3,0,2,5,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",429.55
332,"4,5,2,0,1,4,1,0,2,3,0,4,6,5,6,1,4,1,2,5,0,2,4,3,5,3,1,2,3,5,5,6,6,0,5,6,3,1,0,4,3,1,5,3,6,2,0,0,2,1,1,5,0,5,0,1,6,6,2,0,1,6,6,1,5,6,3,3,6,3,1,4,1,5,0,5,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,2,3,1,2,6,1,1,1,4,5,2,3,2,1,1,6,0,2,2,5,2,5,1,1,6,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,3,1,2,5,6,1,3,6,2,6,0,2,6,0,2,3,0,6,3,0,6,6,0,2,0,5,0,2,5,0,6,5,5,6,3,2,5,5,5,1,1,5,2,5,6,2,5,5,5,5,6,1,5,5,2,5,2,2,5,4,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,6,0,5,2,5,0,5,3,0,2,5,5,5,5,5,5,5,5,1,0,5,2,0,5,5,5,5,5",430.7
333,"4,4,6,1,1,4,1,0,4,3,1,6,2,5,1,3,5,1,0,0,2,2,4,1,5,0,1,6,3,5,2,6,6,0,5,1,3,5,0,0,5,4,5,3,4,2,5,5,6,3,1,1,6,0,2,4,1,6,0,0,1,6,6,1,0,3,4,4,6,3,1,0,0,0,5,4,6,0,4,2,0,6,3,2,3,1,1,0,1,1,3,3,1,1,1,2,6,1,1,1,6,4,4,3,2,5,1,6,0,2,2,3,2,5,6,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,6,0,1,2,5,6,0,3,6,2,6,0,2,3,0,2,3,0,0,3,0,0,6,0,2,6,2,0,2,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,5,5,6,2,5,5,0,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,3,5,1,1,5,6,5,0,5,3,0,2,5,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",432.7
334,"6,4,2,1,5,0,0,4,1,3,3,2,4,3,6,3,5,1,0,6,2,2,4,0,0,5,6,3,4,4,2,6,6,4,5,0,1,5,6,4,3,0,3,6,3,0,2,3,2,2,4,6,0,3,5,1,2,6,3,6,1,6,6,1,0,3,4,4,0,5,4,3,1,2,4,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,5,1,1,1,4,1,2,3,2,1,1,6,0,2,2,0,2,5,0,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,6,2,2,1,5,6,1,3,6,2,6,0,2,3,0,0,3,0,3,3,0,0,6,0,2,0,5,0,2,5,0,6,5,5,6,3,2,5,5,5,1,1,5,2,5,6,2,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,6,0,5,2,5,0,4,6,0,2,5,5,2,5,5,5,5,5,1,0,5,5,2,5,5,5,5,5",434.15
335,"4,4,2,1,5,4,5,0,4,3,3,2,4,3,6,3,5,1,0,6,2,2,0,0,0,5,6,3,4,4,2,6,6,4,5,0,1,5,6,4,3,0,3,6,3,0,2,3,2,2,4,3,0,3,5,1,2,6,3,6,1,6,6,1,0,3,4,4,0,5,4,3,1,2,4,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,5,1,1,1,4,1,2,3,2,1,1,6,0,2,2,0,2,5,0,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,6,0,0,6,2,2,1,5,6,1,3,6,2,6,0,2,3,0,0,3,0,3,3,0,0,6,0,2,0,5,0,2,6,0,6,5,5,6,3,2,5,5,5,1,1,5,2,5,6,2,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,0,5,6,0,5,2,5,0,4,6,0,2,5,5,2,5,5,5,5,5,1,0,5,5,2,5,5,5,5,5",430.9
336,"4,4,2,1,5,4,1,0,4,3,1,6,2,5,1,3,5,1,0,0,2,2,4,1,5,0,4,6,3,5,2,6,6,0,5,4,3,0,6,5,1,4,4,6,5,0,2,5,2,2,4,4,0,3,5,5,0,6,1,6,1,6,6,1,0,3,4,4,1,5,6,3,1,2,0,5,6,1,4,6,0,6,3,3,3,1,1,0,1,1,3,4,0,1,1,2,3,1,1,1,4,1,2,3,2,1,1,6,0,6,2,5,2,5,3,1,1,3,0,2,1,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,2,3,1,2,5,6,6,3,6,0,6,0,0,3,0,2,3,3,3,3,0,0,6,0,2,0,2,0,1,5,4,4,5,5,5,2,1,5,5,5,2,5,5,3,6,1,6,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,1,0,5,2,5,0,5,3,0,2,5,5,5,5,5,5,5,5,1,5,5,5,6,5,5,5,5,2",427.95
337,"4,4,2,1,6,4,1,0,4,3,1,5,2,5,1,3,5,1,0,2,2,2,4,0,6,0,4,6,3,5,2,6,6,0,5,4,3,0,6,5,3,4,2,0,6,2,0,3,2,5,4,4,0,3,1,5,0,6,3,6,1,6,6,1,0,3,4,4,5,0,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,3,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,0,3,3,0,0,6,0,2,6,2,0,4,5,0,4,5,5,5,3,2,5,5,5,2,1,5,2,5,1,3,5,5,6,5,6,6,5,5,1,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,6,0,5,2,5,0,4,6,0,2,5,5,2,5,5,5,5,5,1,0,5,4,2,5,5,5,5,5",426.0
338,"4,4,2,0,1,4,1,0,1,3,0,4,6,5,6,1,4,1,2,5,0,2,4,3,5,0,1,2,4,4,2,6,6,0,5,4,3,0,6,5,3,4,2,0,6,2,0,3,2,5,4,4,0,3,5,5,0,6,3,6,1,6,6,1,0,3,4,4,5,0,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,3,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,3,1,3,0,4,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,0,3,3,0,0,6,0,2,6,2,0,2,5,0,3,5,5,5,4,2,5,5,5,2,1,5,0,6,6,2,5,5,2,5,6,2,5,2,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,4,5,4,4,5,5,3,0,2,5,5,2,5,5,5,5,5,1,0,5,5,2,5,5,5,5,5",428.0
339,"6,4,2,1,5,4,1,0,2,3,1,4,2,2,1,3,5,1,0,4,0,2,4,6,1,0,1,2,4,4,4,1,3,5,4,4,5,0,6,5,1,4,4,6,5,4,0,3,2,5,4,4,0,3,4,5,0,6,3,6,1,6,6,1,0,3,4,4,1,0,2,4,1,2,0,5,6,6,4,2,4,6,5,3,0,1,1,0,1,1,3,3,5,1,1,2,1,1,1,1,6,1,2,3,2,1,1,6,0,2,0,5,2,5,1,1,4,3,0,2,3,6,2,3,1,2,1,3,3,3,3,3,6,3,2,0,0,4,4,1,2,3,6,0,3,6,2,6,0,0,6,0,2,3,6,6,3,0,0,6,0,2,6,2,0,2,5,0,3,5,5,5,2,2,5,5,5,1,1,5,2,5,6,5,5,5,2,5,6,2,5,5,1,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,4,5,2,4,0,5,5,0,2,5,5,5,5,5,5,5,5,1,5,5,5,6,5,5,5,5,1",428.4
340,"4,4,2,1,6,4,1,0,4,3,1,5,5,5,1,3,5,0,0,2,2,2,4,0,6,0,4,6,3,5,2,6,6,0,5,4,3,0,6,5,3,4,2,0,6,2,0,3,2,5,4,4,0,3,5,5,0,6,3,6,5,6,6,1,0,3,4,4,2,0,4,3,1,2,0,5,0,3,2,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,0,1,2,3,2,1,1,3,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,3,2,1,6,6,0,3,6,2,6,0,0,6,0,3,3,6,6,3,0,0,6,0,2,6,2,0,2,5,0,6,5,5,5,2,2,5,5,5,2,5,5,2,5,1,6,5,5,0,5,6,2,5,5,0,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,3,5,1,0,5,2,5,0,5,3,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",429.65
341,"4,4,2,1,6,4,1,0,4,3,1,5,2,5,1,3,5,1,0,2,2,2,4,0,6,0,4,6,3,5,2,6,6,0,5,4,3,0,6,5,3,5,2,3,0,2,2,5,2,2,4,6,0,3,5,1,2,6,3,6,1,6,6,1,0,3,4,4,0,5,4,3,1,2,0,5,6,0,4,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,2,1,1,1,4,1,4,3,2,5,1,6,0,2,6,3,2,5,6,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,4,1,2,3,6,0,3,6,2,6,0,0,6,0,2,3,1,6,3,0,0,6,0,2,6,2,0,2,5,5,3,5,5,5,3,4,5,5,5,2,5,5,2,5,1,6,5,5,5,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,6,5,0,5,3,0,2,5,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",431.7
342,"4,4,2,1,6,6,1,0,4,3,1,5,5,5,1,3,5,0,0,2,2,2,4,0,2,0,4,6,3,5,2,6,6,0,5,4,3,0,6,5,3,4,2,0,6,2,0,3,6,5,4,4,0,3,5,5,0,6,3,6,5,6,6,1,0,3,4,4,2,0,4,3,1,2,0,5,0,3,2,2,4,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,0,1,2,3,2,1,1,3,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,3,2,1,6,6,0,3,6,2,6,3,0,6,0,3,3,6,6,3,0,0,6,0,2,6,2,0,2,5,0,6,5,5,5,2,2,5,5,5,2,5,5,2,5,1,6,5,5,0,5,6,2,5,5,0,5,2,2,5,2,5,5,5,5,5,0,5,5,5,0,6,3,5,5,5,3,5,1,0,5,2,4,0,5,3,0,2,3,5,5,5,5,5,5,5,1,4,5,5,1,5,5,5,5,1",425.8
343,"4,4,2,1,5,4,5,0,4,3,0,4,6,5,1,3,5,3,0,2,2,2,4,0,1,6,4,6,6,5,2,6,6,0,5,4,3,0,6,5,3,6,2,1,6,2,0,3,2,5,4,5,0,3,5,5,0,6,3,6,1,6,6,1,0,3,4,4,5,0,1,4,1,5,0,0,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,6,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,0,3,3,0,2,6,0,2,6,2,0,2,5,0,6,5,5,5,2,2,5,5,5,2,5,5,3,6,1,6,5,5,5,5,6,3,5,5,2,5,2,2,5,2,5,5,5,5,5,5,2,5,5,0,5,5,5,5,5,0,5,5,4,5,2,4,0,5,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,6,5,5,5,5,2",431.35
344,"4,6,2,1,6,4,6,0,4,3,1,4,2,5,1,3,5,1,0,1,2,2,4,1,6,0,1,6,3,4,6,4,6,4,5,0,1,2,6,4,3,0,3,6,3,6,0,4,1,5,4,5,0,3,5,5,0,6,3,6,1,6,6,1,0,3,4,4,5,4,1,4,1,0,0,5,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,4,1,2,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,6,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,0,6,0,0,6,0,2,3,0,3,3,0,2,6,0,2,6,2,0,2,5,0,6,5,5,3,2,2,5,5,5,2,5,5,2,5,1,6,5,5,0,5,2,2,5,5,1,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,6,5,2,5,0,5,3,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",430.2
345,"6,4,2,0,5,4,1,0,2,3,1,4,2,5,1,3,5,1,0,4,2,2,0,0,6,3,4,6,3,5,2,6,6,0,5,0,1,5,6,4,1,4,4,6,5,4,0,3,5,5,4,4,0,3,5,0,0,6,2,0,1,6,6,1,5,6,4,3,6,3,3,4,2,5,0,5,6,0,4,2,5,6,5,1,0,1,6,0,1,1,3,3,2,3,1,2,6,1,1,1,1,4,4,3,2,3,1,6,0,2,0,3,2,5,1,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,2,3,1,6,5,6,0,3,6,2,3,0,2,3,0,2,3,0,3,3,0,0,6,0,2,6,2,6,2,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,0,5,6,1,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,4,5,2,3,0,5,5,0,0,0,5,2,5,5,5,5,5,5,0,5,5,2,5,5,5,5,5",433.05
346,"3,4,6,1,5,4,1,0,2,3,1,6,6,5,6,1,5,1,1,5,6,2,3,2,6,2,6,2,4,4,4,1,3,5,4,0,1,5,6,4,3,0,1,2,3,0,6,5,1,4,1,3,0,0,4,1,6,6,2,5,1,6,5,2,0,3,4,4,1,5,4,3,1,3,0,5,6,0,4,2,4,6,5,3,0,6,2,0,1,1,3,3,6,1,1,2,2,1,1,1,4,1,2,3,2,2,1,6,0,2,2,5,2,5,3,1,2,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,2,3,1,6,5,6,0,3,6,2,3,0,2,3,0,2,3,3,3,3,0,0,6,0,2,0,2,4,1,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,5,5,6,3,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,0,5,5,4,5,4,4,0,6,6,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,5,1",431.25
347,"4,5,2,4,5,4,4,4,4,5,1,5,4,3,6,3,5,1,0,1,2,2,4,0,6,2,1,6,3,5,1,6,4,5,4,4,3,0,6,4,3,0,3,6,5,0,0,5,1,5,4,5,0,3,5,5,0,1,3,6,1,6,6,1,0,3,4,4,5,0,1,4,1,5,0,5,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,2,3,1,2,6,1,1,1,4,1,3,3,2,1,1,5,0,2,0,6,2,2,6,1,1,3,0,2,3,6,2,6,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,3,3,3,0,0,6,0,2,0,2,4,2,5,0,6,5,5,5,3,2,5,5,5,1,1,5,2,5,6,5,5,5,2,5,6,2,5,5,1,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,6,5,4,5,0,5,3,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1",432.8
348,"4,4,6,6,5,4,1,0,2,3,0,6,6,5,6,1,4,5,1,5,6,4,3,2,6,2,6,2,4,4,4,1,3,5,4,4,3,0,6,5,1,4,4,6,5,0,2,5,6,2,4,4,0,4,1,5,2,3,2,0,1,6,6,1,5,5,3,3,6,3,3,4,1,5,0,0,6,0,4,2,5,6,5,3,0,1,1,0,1,1,3,3,2,1,1,2,1,1,1,1,1,4,4,3,2,3,1,6,0,2,0,5,2,5,1,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,2,3,1,0,5,6,0,3,6,2,3,0,2,3,0,2,3,6,6,3,0,0,6,0,2,6,2,1,2,5,0,3,5,5,0,2,3,5,5,5,2,5,5,2,5,1,6,5,5,0,5,6,3,5,5,2,5,2,2,5,2,0,5,5,5,5,5,5,5,5,6,5,5,5,5,5,0,5,5,4,5,4,4,0,6,6,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,5,1",430.6
349,"6,4,2,1,5,4,1,0,2,3,1,4,2,2,1,3,5,1,0,4,0,4,4,6,1,0,1,2,3,5,5,3,1,0,5,3,3,0,6,4,3,0,3,6,3,0,0,5,0,4,1,3,0,0,4,1,6,6,2,5,1,6,5,2,0,3,4,4,1,5,4,3,1,3,0,5,6,0,4,2,4,6,4,3,0,6,2,0,1,1,3,3,6,1,1,2,2,1,1,1,4,1,2,3,2,2,1,6,0,2,2,5,2,5,3,1,2,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,2,1,6,6,0,3,6,2,6,0,2,3,0,2,3,0,3,3,0,0,6,0,2,6,2,0,3,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,4,5,6,1,5,2,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,6,5,2,5,0,5,3,0,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1",431.05
350,"4,5,2,1,1,4,1,0,2,3,1,6,2,5,1,3,4,1,3,5,6,6,3,2,6,2,6,2,4,6,4,6,3,5,5,0,3,0,6,4,3,6,3,6,3,0,0,5,2,4,1,1,0,2,2,1,2,3,2,0,1,6,5,1,5,6,4,3,6,1,3,4,2,5,0,5,6,0,4,2,5,6,5,1,0,1,6,0,1,1,3,3,2,3,1,2,6,1,1,1,1,4,4,3,2,3,1,6,0,2,0,3,2,5,0,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,0,4,4,1,2,3,6,0,3,6,2,6,0,2,3,0,2,3,3,3,3,0,0,6,0,2,0,2,6,2,5,0,6,5,5,5,3,2,5,5,5,2,5,5,2,5,1,6,5,5,5,5,6,3,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,0,5,5,4,4,4,4,0,6,6,0,0,5,5,5,5,5,5,5,5,1,5,3,5,1,5,5,5,1,1",429.0
351,"4,5,2,3,1,4,1,0,2,3,1,6,2,5,1,3,4,1,3,5,6,6,3,2,6,2,6,2,3,5,5,3,1,0,5,3,3,0,6,4,3,0,3,6,3,0,0,5,0,4,1,3,0,0,4,1,6,6,2,5,1,6,5,2,0,3,4,4,1,5,4,3,1,3,0,5,6,0,4,2,4,6,4,3,0,6,2,0,1,1,3,3,2,3,1,2,6,1,1,1,4,1,5,3,2,1,1,6,0,2,0,6,2,2,1,1,1,3,0,2,3,6,2,3,1,2,0,3,3,6,3,5,6,3,2,0,0,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,2,3,3,3,3,0,0,6,0,2,6,0,0,2,5,0,6,5,5,5,3,2,5,5,5,1,1,5,2,5,6,5,3,5,2,5,6,1,5,5,3,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,3,5,1,0,5,2,5,0,5,3,0,6,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,1,1",428.05
352,"6,4,2,1,3,4,3,0,2,3,1,4,2,2,1,3,1,1,0,4,0,4,4,6,1,0,1,2,3,4,5,3,1,0,3,3,3,0,6,5,1,4,4,6,5,0,2,0,6,2,4,0,0,3,5,5,6,6,3,6,1,6,5,2,0,3,4,4,1,5,4,3,1,3,0,5,6,0,4,2,4,6,5,5,0,1,1,0,1,4,3,3,3,1,1,2,2,1,1,1,4,2,3,3,2,1,1,6,0,2,2,5,2,5,3,1,1,3,0,2,3,6,2,3,1,2,0,3,3,3,3,3,6,3,2,0,2,4,3,1,2,5,6,0,3,6,2,6,0,0,6,0,0,3,0,3,3,0,0,6,0,6,6,2,4,2,5,0,6,5,5,5,4,2,5,5,5,2,5,5,2,5,1,6,5,5,6,5,6,3,5,5,4,5,2,2,5,2,5,5,5,5,5,5,5,5,5,0,5,5,2,5,5,0,5,5,4,5,4,4,0,6,6,0,2,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,4,5,1",426.25
